sentence,stanceConsolidated,stance,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author,morph_analysis,sentence_count,word_count,flesch_score,dependency_tree_height,named_entities,named_entities_count,noun_phrases,noun_phrases_count,adjectives,adjectives_count,quotes_count,quoted_words,quoted_words_count,diminutives,diminutives_count,superlatives,superlatives_count,conditionals,conditionals_count,translatives,translatives_count,indirects,indirects_count,punctuations_count,stopwords,stopwords_count,unique_stopwords,unique_stopwords_count,bw_count,has_against_bigram,has_support_bigram,framing_against,framing_support,ekilex_sentiment,emolex_sentiment,eki_emotion,estbert_sentiment,xlmroberta_sentiment
"Tasub märkida, et Brexitiga pole siin mingit erilist pistmist, üle-väina-migratsioon käis juba ammu enne eraldumist – pigem seisneb põhjus selles, et Suurbritannia on tugevalt islamiseerunud ja multikultuurseks muutunud, mis toob sinna aina uusi migrante.",2,against,17.08.2020 06:15,kas Euroopa peab seda normaalseks?,UuedUudised,UuedUudised,Maailm,"['ränne', 'paremäärmus', 'rahvus']","['migra', 'multikult', 'islam']",,"Text(text='Tasub märkida, et Brexitiga pole siin mingit erilist pistmist, üle-väina-migratsioon käis juba ammu enne eraldumist – pigem seisneb põhjus selles, et Suurbritannia on tugevalt islamiseerunud ja multikultuurseks muutunud, mis toob sinna aina uusi migrante.')",1,33.0,33.879999999999995,9.0,"['Brexitiga', 'Suurbritannia']",2.0,"[['erilist', 'pistmist'], ['uusi', 'migrante']]",2.0,"['erilist', 'multikultuurseks', 'uusi']",3.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,['multikultuurseks'],1.0,[],0.0,6.0,"['et', 'pole', 'siin', 'mingit', 'juba', 'enne', 'pigem', 'selles', 'et', 'on', 'ja', 'mis', 'sinna', 'aina']",14.0,"['siin', 'ja', 'mingit', 'enne', 'mis', 'et', 'juba', 'sinna', 'pole', 'on', 'aina', 'selles', 'pigem']",13,0.0,0,0,0,0,pos,pos,neg,neg,neg
"Nagu Leedust kuulda, siis üle piiri tungivad nn “pagulased” on enamuses noored mehed – kirjaoskamatud, paljud dokumentideta, enda väitel “üliõpilased”.Pole vaja elavat fantaasiat selleks, et aimata, mis Baltikumi lähiaastatel ees ootab, juhul kui neid “üliõpilasi” siia tuhandete kaupa edasi saabub.",2,against,08.07.2021 11:16,Siim Pohlak: Eesti kvoot on jätkuvalt null illegaalset migranti!,UuedUudised,UuedUudised,Arvamus,['pagulased'],['pagula'],,"Text(text='Nagu Leedust kuulda, siis üle piiri tungivad nn “pagulased” on enamuses noored mehed – kirjaoskamatud, paljud dokumentideta, enda väitel “üliõpilased”.Pole vaja elavat fantaasiat selleks, et aimata, mis Baltikumi lähiaastatel ees ootab, juhul kui neid “üliõpilasi” siia tuhandete kaupa edasi saabub.')",2,20.0,65.11723684210526,6.5,"['Leedust', 'Baltikumi']",1.0,"[['noored', 'mehed'], ['paljud', 'dokumentideta'], ['enda', 'väitel'], ['elavat', 'fantaasiat'], ['Baltikumi', 'lähiaastatel']]",2.5,"['noored', 'kirjaoskamatud', 'elavat']",1.5,3.0,"['pagulased', 'üliõpilased', 'üliõpilasi']",1.5,[],0.0,[],0.0,[],0.0,['selleks'],0.5,[],0.0,7.5,"['nagu', 'siis', 'üle', 'on', 'enda', 'pole', 'selleks', 'et', 'mis', 'ees', 'juhul', 'kui', 'neid', 'siia', 'kaupa', 'edasi']",8.0,"['siia', 'neid', 'mis', 'enda', 'et', 'juhul', 'edasi', 'ees', 'üle', 'siis', 'kui', 'nagu', 'pole', 'on', 'selleks', 'kaupa']",16,0.0,0,0,0,0,neg,pos,neg,neg,neg
"Asi pole rahvuses, vaid töökuses ja tahtes,“ kiidavad talunikud ukrainlasi.”",4,supportive,20.05.2020 13:06,Esimaasikakasvataja ettevõttes on ametlikult kirjas üks töötaja,UuedUudised,UuedUudised,Arvamus,['rahvus'],['ukrainla'],,"Text(text='Asi pole rahvuses, vaid töökuses ja tahtes,“ kiidavad talunikud ukrainlasi.”')",1,10.0,96.86,3.0,[],0.0,[],0.0,[],0.0,2.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,5.0,"['pole', 'vaid', 'ja']",3.0,"['pole', 'vaid', 'ja']",3,0.0,0,0,0,0,pos,pos,neg,neg,neg
Kas nad pooldavad pagulaste eemalhoidmiseks Eesti ümber tara ehitamist?,3,neutral,18.10.2015 21:10,"„Ettevaatust, natsipäkapikk!”ja „Appi, sallivusrünnak!”",EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],,Text(text='Kas nad pooldavad pagulaste eemalhoidmiseks Eesti ümber tara ehitamist?'),1,9.0,80.68684210526318,3.0,['Eesti'],1.0,"[['pagulaste', 'eemalhoidmiseks'], ['tara', 'ehitamist']]",2.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,['eemalhoidmiseks'],1.0,[],0.0,1.0,"['kas', 'nad', 'ümber']",3.0,"['nad', 'kas', 'ümber']",3,0.0,0,0,0,0,pos,neg,pos,neu,neg
"Näiteks kui suvel kontrolliti põllumeeste juurde saadetud ukrainlasi, et kas nad täidavad kahenädalase isolatsiooni nõudeid või mitte, siis ei hoiatatud kedagi ette ja kontroll tehti ootamatult, et tegelikku olukorda hinnata.",3,neutral,12.11.2020 00:00,"Mida teha, kui elumaja elanikke häirib kuivatite müra?",EkspressGrupp,Maaleht,,['rahvus'],['ukrainla'],Rasmus Pruus,"Text(text='Näiteks kui suvel kontrolliti põllumeeste juurde saadetud ukrainlasi, et kas nad täidavad kahenädalase isolatsiooni nõudeid või mitte, siis ei hoiatatud kedagi ette ja kontroll tehti ootamatult, et tegelikku olukorda hinnata.')",1,30.0,40.090625,6.0,[],0.0,"[['saadetud', 'ukrainlasi'], ['kahenädalase', 'isolatsiooni', 'nõudeid'], ['tegelikku', 'olukorda']]",3.0,"['saadetud', 'kahenädalase', 'tegelikku']",3.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,['näiteks'],1.0,[],0.0,4.0,"['kui', 'juurde', 'et', 'kas', 'nad', 'või', 'mitte', 'siis', 'ei', 'kedagi', 'ette', 'ja', 'tehti', 'et']",14.0,"['mitte', 'ette', 'kas', 'või', 'tehti', 'ei', 'et', 'nad', 'kui', 'siis', 'kedagi', 'ja', 'juurde']",13,0.0,0,0,0,0,neg,pos,neg,neg,neu
Valitsuse rändepoliitikat kaitses teisipäeval ka sisejulgeolekuminister Alejandro Mayorkas.,4,supportive,17.03.2021 09:50,"Biden on migranditulvaga hädas, kuid süüdistab selles Trumpi, mitte oma avatuse-poliitikat",UuedUudised,UuedUudised,Maailm,['ränne'],['rände'],,Text(text='Valitsuse rändepoliitikat kaitses teisipäeval ka sisejulgeolekuminister Alejandro Mayorkas.'),1,8.0,20.380000000000024,4.0,['Alejandro Mayorkas'],1.0,"[['Valitsuse', 'rändepoliitikat']]",1.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,['ka'],1.0,['ka'],1,0.0,0,0,0,0,pos,neg,pos,neu,pos
Kolmapäeva õhtul toimusid Bautzenis kokkupõrked neonatside ja noorte pagulaste vahel.,3,neutral,16.09.2016 07:02,Politsei hoidis Ida-Saksa väikelinnas ära paremäärmuslaste ja antifa�istide kokkupõrke,EkspressGrupp,Delfi,,['pagulased'],['pagula'],,Text(text='Kolmapäeva õhtul toimusid Bautzenis kokkupõrked neonatside ja noorte pagulaste vahel.'),1,10.0,68.69142857142859,5.0,['Bautzenis'],1.0,"[['Kolmapäeva', 'õhtul'], ['noorte', 'pagulaste']]",2.0,['noorte'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,"['ja', 'vahel']",2.0,"['vahel', 'ja']",2,0.0,0,0,0,0,neg,neg,neg,neg,neu
"Maikuus on lühiajalist tööluba taotlenud üle 600 ukrainlase, kolmandate riikide kodanikke kokku 785.",3,neutral,01.06.2020 19:18,Politseil puudub ülevaade lõppenud tööviisadega välismaalaste kohta,EkspressGrupp,Eesti Päevaleht,,['rahvus'],['ukrainla'],Heliis Nemsitsveridze,"Text(text='Maikuus on lühiajalist tööluba taotlenud üle 600 ukrainlase, kolmandate riikide kodanikke kokku 785.')",1,13.0,69.76333333333335,5.0,[],0.0,"[['lühiajalist', 'tööluba'], ['600', 'ukrainlase'], ['kolmandate', 'riikide', 'kodanikke']]",3.0,['lühiajalist'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,"['on', 'üle', 'kokku']",3.0,"['on', 'kokku', 'üle']",3,0.0,0,0,0,0,neu,pos,neg,neu,neu
"Miks ei saadeta ohtlikku elementi tagasi oma asukohariikidesse, miks surutakse liikmesriikidele karistuste ähvardusel peale migratsiooni- ja pagulaskvoote.",2,against,04.06.2017 09:05,"Islamiterror Euroopas: käib sõda, kuid valitsejad vahivad abitult pealt",UuedUudised,UuedUudised,Arvamus,"['ränne', 'pagulased']","['migra', 'pagula']",,"Text(text='Miks ei saadeta ohtlikku elementi tagasi oma asukohariikidesse, miks surutakse liikmesriikidele karistuste ähvardusel peale migratsiooni- ja pagulaskvoote.')",1,17.0,33.99500000000003,4.0,[],0.0,"[['ohtlikku', 'elementi'], ['oma', 'asukohariikidesse'], ['karistuste', 'ähvardusel']]",3.0,['ohtlikku'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['miks', 'ei', 'tagasi', 'oma', 'miks', 'peale', 'ja']",7.0,"['oma', 'miks', 'ei', 'tagasi', 'peale', 'ja']",6,0.0,0,0,0,0,neg,neg,neg,neg,neg
"Salvini tahab ka, et teised Euroopa riigid võtaksid vastu suure osa pagulastest, kes Itaaliasse saabuvad, ja Orbįn on sellele kategooriliselt vastu.",3,neutral,27.05.2019 07:28,"Parempopulistidel ei õnnestunud Brüsselit üle võtta, põhjus võib olla suur valimisaktiivsus",EkspressGrupp,Delfi,,['pagulased'],['pagula'],,"Text(text='Salvini tahab ka, et teised Euroopa riigid võtaksid vastu suure osa pagulastest, kes Itaaliasse saabuvad, ja Orbįn on sellele kategooriliselt vastu.')",1,21.0,68.18847826086959,5.0,"['Euroopa', 'Itaaliasse', 'Orbįn']",3.0,"[['Euroopa', 'riigid'], ['suure', 'osa', 'pagulastest']]",2.0,['suure'],1.0,0.0,[],0.0,[],0.0,[],0.0,['võtaksid'],1.0,[],0.0,[],0.0,4.0,"['ka', 'et', 'teised', 'vastu', 'kes', 'ja', 'on', 'sellele', 'vastu']",9.0,"['teised', 'et', 'vastu', 'ka', 'sellele', 'on', 'kes', 'ja']",8,0.0,0,0,0,0,neu,neg,neg,neg,neg
"Marine Le Pen on püüdnud teha immigratsiooni- ja EL-i vastasest paremäärmuslikust protestiparteist suure poliitilise liikumise, millel oleks kogu Prantsusmaal valitud esindajaid – linnapäid ja parlamendiliikmeid.",2,against,12.04.2015 22:00,Prantsuse Rahvus­rindes pöörasid isa ja tütar Le Pen tülli,EkspressGrupp,Eesti Päevaleht,,['ränne'],['migra'],,"Text(text='Marine Le Pen on püüdnud teha immigratsiooni- ja EL-i vastasest paremäärmuslikust protestiparteist suure poliitilise liikumise, millel oleks kogu Prantsusmaal valitud esindajaid – linnapäid ja parlamendiliikmeid.')",1,24.0,33.9758823529412,7.0,"['Le Pen', 'EL-i', 'Prantsusmaal']",3.0,"[['EL-i', 'vastasest'], ['paremäärmuslikust', 'protestiparteist'], ['suure', 'poliitilise', 'liikumise'], ['kogu', 'Prantsusmaal'], ['valitud', 'esindajaid']]",5.0,"['paremäärmuslikust', 'suure', 'poliitilise', 'kogu', 'valitud']",5.0,0.0,[],0.0,[],0.0,[],0.0,['oleks'],1.0,[],0.0,[],0.0,3.0,"['on', 'teha', 'ja', 'millel', 'oleks', 'kogu', 'ja']",7.0,"['kogu', 'millel', 'teha', 'on', 'oleks', 'ja']",6,1.0,0,0,1,0,neg,pos,pos,neg,neg
"Suurima osa varjupaigataotlejatest lubasid vastu võtta Prantsusmaa, kes võtab 9000 ja Saksamaa, kes võtab vastu 12000 pagulast.",4,supportive,11.07.2015 09:42,Suurima pagulastekoorma lubasid endale võtta Prantsusmaa ja Saksamaa,EkspressGrupp,Delfi,,['pagulased'],"['pagula', 'varjupaigataotl']",,"Text(text='Suurima osa varjupaigataotlejatest lubasid vastu võtta Prantsusmaa, kes võtab 9000 ja Saksamaa, kes võtab vastu 12000 pagulast.')",1,17.0,77.82054054054055,7.0,"['Prantsusmaa', 'Saksamaa']",2.0,"[['12000', 'pagulast']]",1.0,['suurima'],1.0,0.0,[],0.0,[],0.0,['suurima'],1.0,[],0.0,[],0.0,[],0.0,3.0,"['vastu', 'kes', 'ja', 'kes', 'vastu']",5.0,"['vastu', 'ja', 'kes']",3,0.0,0,0,0,0,pos,neg,pos,neu,neu
"Nüüd on kaks Saksamaad, Türgi ja Saksa omad, mis praegu eksisteerivad rahumeelselt kõrvuti, kuid mehe arvates mitte kauaks — türgi kogukonnas on tähtsam juba see, kas kodumaal jääb presidendiks Erdogan või saab Gülen oma mehe pukki, Merkel on nende jaoks sakslaste oma ja tema tegemised huvitavad türgi kogukonda vaid neis piirides, kuivõrd on jutt immigrantidest ja nende õigustest.",3,neutral,22.06.2018 06:31,Saksamaa türklase Mehmeti hirm — sellest riigist saab kord teine Süüria ja seda halvimas mõttes,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],,"Text(text='Nüüd on kaks Saksamaad, Türgi ja Saksa omad, mis praegu eksisteerivad rahumeelselt kõrvuti, kuid mehe arvates mitte kauaks — türgi kogukonnas on tähtsam juba see, kas kodumaal jääb presidendiks Erdogan või saab Gülen oma mehe pukki, Merkel on nende jaoks sakslaste oma ja tema tegemised huvitavad türgi kogukonda vaid neis piirides, kuivõrd on jutt immigrantidest ja nende õigustest.')",1,57.0,-0.2081147540983323,10.0,"['Saksamaad', 'Türgi', 'Saksa', 'Erdogan', 'Merkel']",5.0,"[['türgi', 'kogukonnas'], ['oma', 'mehe', 'pukki'], ['tema', 'tegemised'], ['türgi', 'kogukonda'], ['neis', 'piirides'], ['nende', 'õigustest']]",6.0,['tähtsam'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,['presidendiks'],1.0,[],0.0,8.0,"['nüüd', 'on', 'ja', 'omad', 'mis', 'praegu', 'kuid', 'mitte', 'on', 'juba', 'see', 'kas', 'või', 'saab', 'oma', 'on', 'nende', 'jaoks', 'oma', 'ja', 'tema', 'vaid', 'neis', 'kuivõrd', 'on', 'ja', 'nende']",27.0,"['mis', 'ja', 'mitte', 'on', 'neis', 'jaoks', 'kas', 'tema', 'saab', 'nüüd', 'omad', 'nende', 'praegu', 'see', 'kuivõrd', 'oma', 'või', 'juba', 'vaid', 'kuid']",20,0.0,0,0,1,0,pos,pos,pos,neg,neg
"Kõikide punktide juures ei tahakski peatuda, kuid on üks eriline – Käsper kritiseerib maa müügi piiramist välismaalastele ja väidab, et seda probleemi siin ei eksisteeri ning see on üle võetud muu maailma paremäärmuslikelt jõududelt.",4,supportive,12.02.2019 05:33,"Kari Käsperile: see pole inimõiguslus, mis lammutab kõike vähegi inimlikku",UuedUudised,UuedUudised,Eesti,['välistööjõud'],['välismaala'],,"Text(text='Kõikide punktide juures ei tahakski peatuda, kuid on üks eriline – Käsper kritiseerib maa müügi piiramist välismaalastele ja väidab, et seda probleemi siin ei eksisteeri ning see on üle võetud muu maailma paremäärmuslikelt jõududelt.')",1,33.0,45.142142857142886,7.0,[],0.0,"[['Kõikide', 'punktide'], ['seda', 'probleemi'], ['paremäärmuslikelt', 'jõududelt']]",3.0,"['eriline', 'paremäärmuslikelt']",2.0,0.0,[],0.0,[],0.0,[],0.0,['tahakski'],1.0,[],0.0,[],0.0,4.0,"['kõikide', 'juures', 'ei', 'kuid', 'on', 'üks', 'ja', 'et', 'seda', 'siin', 'ei', 'ning', 'see', 'on', 'üle', 'muu']",16.0,"['siin', 'ning', 'muu', 'seda', 'üks', 'ei', 'et', 'juures', 'see', 'üle', 'on', 'ja', 'kuid', 'kõikide']",14,1.0,0,0,0,0,neg,neg,pos,neg,neg
"Ma teen valitsuskabinetile ettepaneku toetada ÜRO ränderaamistikku, kuid ma ütlen, et minu optimism sellel teemal kokku leppida on tunduvalt kahanenud,"" selgitas mees.”",4,supportive,15.11.2018 11:22,"Sven Mikser pahandas Ratasega: sellise valeinfo kampaania korral ei saa juhtida valitsust vagunist, vaid seda peab tegema vedurist",EkspressGrupp,Delfi,,['ränne'],['rände'],,"Text(text='Ma teen valitsuskabinetile ettepaneku toetada ÜRO ränderaamistikku, kuid ma ütlen, et minu optimism sellel teemal kokku leppida on tunduvalt kahanenud,"" selgitas mees.”')",1,22.0,59.64100000000002,7.0,['ÜRO'],1.0,"[['ÜRO', 'ränderaamistikku'], ['minu', 'optimism'], ['sellel', 'teemal']]",3.0,[],0.0,2.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,6.0,"['ma', 'teen', 'kuid', 'ma', 'et', 'minu', 'sellel', 'kokku', 'on']",9.0,"['teen', 'et', 'ma', 'minu', 'sellel', 'kokku', 'on', 'kuid']",8,0.0,0,0,0,0,pos,pos,pos,pos,neg
Hooajatöölistele pakutakse reeglina kohapeal ka majutust ja töötasu makstakse tunni- või tulemuste põhiselt.,3,neutral,02.04.2020 14:30,ÜLEVAADE | Põllumajandus pakub peagi tööd sadadele hooajatöödele. Kus ja millist tööd peamiselt pakutakse?,EkspressGrupp,Ärileht,,['välistööjõud'],['hooajatöö'],Liisa Rebane,Text(text='Hooajatöölistele pakutakse reeglina kohapeal ka majutust ja töötasu makstakse tunni- või tulemuste põhiselt.'),1,13.0,57.23000000000002,6.0,[],0.0,[],0.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,"['ka', 'ja', 'või']",3.0,"['ja', 'või', 'ka']",3,0.0,0,0,0,0,neu,pos,neg,neu,neu
"Pärast Theo van Goghi mõrva on Wilders elanud pideva politsei kaitse all turvamajas, kuna islamikriitiline Wilders saab pidevalt tapmisähvardusi ja tema vastu on kavandatud ka reaalseid rünnakuid.",3,neutral,20.11.2019 11:38,Hollandi kohus leidis islamiäärmuslase tapmisähvarduse Geert Wildersile karmi karistust väärt olevat,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],,"Text(text='Pärast Theo van Goghi mõrva on Wilders elanud pideva politsei kaitse all turvamajas, kuna islamikriitiline Wilders saab pidevalt tapmisähvardusi ja tema vastu on kavandatud ka reaalseid rünnakuid.')",1,27.0,51.79857142857144,5.0,"['Wilders', 'Wilders']",2.0,"[['pideva', 'politsei', 'kaitse'], ['islamikriitiline', 'Wilders'], ['reaalseid', 'rünnakuid']]",3.0,"['pideva', 'islamikriitiline', 'kavandatud', 'reaalseid']",4.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['pärast', 'on', 'all', 'kuna', 'saab', 'ja', 'tema', 'vastu', 'on', 'ka']",10.0,"['kuna', 'tema', 'pärast', 'saab', 'all', 'vastu', 'ka', 'on', 'ja']",9,0.0,0,0,0,0,neg,neg,neg,neg,neg
"Täidesaatva korralduse sisu on see, et kuue moslemienamusega riigi kodanikele kehtestatakse USA-sse sissesõidu keeld.",2,against,16.03.2017 06:18,VIDEO: Hawaii föderaalkohtunik blokeeris Trumpi uue sissesõidukeelu,EkspressGrupp,Delfi,,['rahvus'],['moslem'],,"Text(text='Täidesaatva korralduse sisu on see, et kuue moslemienamusega riigi kodanikele kehtestatakse USA-sse sissesõidu keeld.')",1,14.0,52.30500000000004,5.0,['USA-sse'],1.0,"[['Täidesaatva', 'korralduse', 'sisu'], ['kuue', 'moslemienamusega'], ['riigi', 'kodanikele'], ['sissesõidu', 'keeld']]",4.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['on', 'see', 'et']",3.0,"['on', 'see', 'et']",3,0.0,0,0,0,0,neg,pos,neg,neu,neg
"Henn Põlluaas jutustas sellest, et kolmapäeval hakati Riigikogus taas läbi suruma uut piirangute leevendust, mis lubaks hooajatöölistel 9 kuu asemel saada luba juba aastaks, tippspetsialistid aga tohiks pärast 5 aastat siin töötamist uuesti luba taotleda, kuid eesti keele nõue oleks neile A” ehk algelised fraasid nagu “Mul on kõht tühi!” Esimesed viis aastat ei pea nad keelt isegi oskama.”",2,against,13.05.2018 11:18,"“Räägime asjast”: siseminister illegaale ei näe, demograafilist kriisi ei tunnista ja piirikontrolli ei luba",UuedUudised,UuedUudised,Eesti,['välistööjõud'],['hooajatöö'],,"Text(text='Henn Põlluaas jutustas sellest, et kolmapäeval hakati Riigikogus taas läbi suruma uut piirangute leevendust, mis lubaks hooajatöölistel 9 kuu asemel saada luba juba aastaks, tippspetsialistid aga tohiks pärast 5 aastat siin töötamist uuesti luba taotleda, kuid eesti keele nõue oleks neile A” ehk algelised fraasid nagu “Mul on kõht tühi!” Esimesed viis aastat ei pea nad keelt isegi oskama.”')",2,29.5,57.93593750000001,9.0,"['Henn Põlluaas', 'Riigikogus', 'A”']",1.5,"[['uut', 'piirangute', 'leevendust'], ['9', 'kuu'], ['5', 'aastat'], ['eesti', 'keele', 'nõue'], ['Esimesed', 'viis', 'aastat']]",2.5,"['uut', 'algelised', 'tühi']",1.5,2.0,[],0.0,[],0.0,[],0.0,"['lubaks', 'tohiks', 'oleks']",1.5,['aastaks'],0.5,[],0.0,5.0,"['sellest', 'et', 'hakati', 'läbi', 'mis', 'asemel', 'saada', 'juba', 'aga', 'pärast', 'siin', 'kuid', 'oleks', 'neile', 'a', 'ehk', 'nagu', 'mul', 'on', 'esimesed', 'ei', 'pea', 'nad', 'isegi']",12.0,"['saada', 'asemel', 'läbi', 'mis', 'et', 'esimesed', 'ei', 'ehk', 'pea', 'oleks', 'sellest', 'pärast', 'hakati', 'on', 'a', 'siin', 'isegi', 'nad', 'neile', 'mul', 'aga', 'juba', 'nagu', 'kuid']",24,0.0,1,0,0,0,pos,neg,pos,neg,neu
"Küllap jõuavad ka meie progressiusu kuulutaja nii kaugele, et sa kas kirjutad homoseksuaalsest-multikultuursest õnnest või kolid türmi.",1,against,10.10.2020 17:51,( : ) kivisildnik: Vihakõne kriminaliseerimine – kõige ehtsam kultuurigenotsiid,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['multikult'],,"Text(text='Küllap jõuavad ka meie progressiusu kuulutaja nii kaugele, et sa kas kirjutad homoseksuaalsest-multikultuursest õnnest või kolid türmi.')",1,17.0,62.19500000000004,5.0,[],0.0,"[['meie', 'progressiusu', 'kuulutaja'], ['homoseksuaalsest-multikultuursest', 'õnnest']]",2.0,['homoseksuaalsest-multikultuursest'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['ka', 'meie', 'nii', 'et', 'sa', 'kas', 'või']",7.0,"['kas', 'või', 'et', 'sa', 'ka', 'nii', 'meie']",7,0.0,0,0,0,0,pos,neu,neg,neg,neg
"Võib veel lisada, et ka Mustamäe ja tehnikaülikooli ühikate lähedus on saanud no-go-tsooni kuulsuse, sest sinna üürikortereid enam ei taheta — neegreid on tiba palju! Pisut kahju on sellest, et mõned ühiskonnas lugupeetud inimesed läksid kaasa peavoolumeedia libauudisega, mis püstitati stiilis “Neegrid ahju!”, kuigi Mart Helme rääkis hoopis ülikoolidest kui üle mõistuse efektiivsest immigratsioonipumbast ja ühiskond sai selgemalt aimu, mida mustanahalised Tallinna vallutajad tegelikult endast kujutavad.",1,against,05.06.2018 08:47,Poliitkorrektse ideoloogiatöötaja ameti kohustuslik nüanss — mõista hukka “vale” sõnakasutus,UuedUudised,UuedUudised,Arvamus,"['ränne', 'rass']","['migra', '([\\W ]|^)neeg', 'mustanahali']",,"Text(text='Võib veel lisada, et ka Mustamäe ja tehnikaülikooli ühikate lähedus on saanud no-go-tsooni kuulsuse, sest sinna üürikortereid enam ei taheta — neegreid on tiba palju! Pisut kahju on sellest, et mõned ühiskonnas lugupeetud inimesed läksid kaasa peavoolumeedia libauudisega, mis püstitati stiilis “Neegrid ahju!”, kuigi Mart Helme rääkis hoopis ülikoolidest kui üle mõistuse efektiivsest immigratsioonipumbast ja ühiskond sai selgemalt aimu, mida mustanahalised Tallinna vallutajad tegelikult endast kujutavad.')",2,32.5,31.10521126760565,6.5,"['Mustamäe', 'Mart Helme', 'Tallinna']",1.5,"[['ühikate', 'lähedus'], ['no-go-tsooni', 'kuulsuse'], ['Pisut', 'kahju'], ['lugupeetud', 'inimesed'], ['peavoolumeedia', 'libauudisega'], ['efektiivsest', 'immigratsioonipumbast'], ['mustanahalised', 'Tallinna', 'vallutajad']]",3.5,"['lugupeetud', 'efektiivsest', 'mustanahalised']",1.5,1.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,6.0,"['võib', 'veel', 'et', 'ka', 'ja', 'on', 'saanud', 'sest', 'sinna', 'enam', 'ei', 'on', 'palju', 'pisut', 'on', 'sellest', 'et', 'mõned', 'läksid', 'mis', 'kuigi', 'hoopis', 'kui', 'üle', 'ja', 'sai', 'mida', 'endast']",14.0,"['saanud', 'pisut', 'läksid', 'ei', 'et', 'mis', 'kuigi', 'endast', 'kui', 'palju', 'sest', 'ja', 'sellest', 'mida', 'ka', 'üle', 'on', 'sai', 'veel', 'hoopis', 'enam', 'võib', 'sinna', 'mõned']",24,0.0,0,0,1,0,pos,neu,neg,neg,neg
"„30 inimese aitamine ei ole migratsioonipumba avamine,“ ütles ta nüüd.",3,neutral,19.08.2021 18:29,"Kümnest sai kahe päevaga 30, palju võetakse tegelikult?",UuedUudised,UuedUudised,Eesti,['ränne'],['migra'],,"Text(text='„30 inimese aitamine ei ole migratsioonipumba avamine,“ ütles ta nüüd.')",1,10.0,87.30000000000003,4.0,[],0.0,"[['30', 'inimese', 'aitamine'], ['migratsioonipumba', 'avamine']]",2.0,[],0.0,2.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,4.0,"['ei', 'ole', 'ta', 'nüüd']",4.0,"['nüüd', 'ei', 'ta', 'ole']",4,0.0,0,0,0,0,pos,neu,neg,neg,neu
